Well Name,INPT ID,"EUR (MBBL, MMCF)","EUR/FT (BBL/FT, MCF/FT)",Phase
Well #260,INPT.5pGjQwzvEo,554.2247928685509,76.66686856668292,oil
Well #261,INPT.g6S3tuZNDl,544.5301609382234,73.70467798297555,oil
Well #262,INPT.zQN4mlSJXv,480.8844600637425,65.77546984868589,oil
Well #263,INPT.INz2KyqD95,432.2042474324466,98.22823805282877,oil
Well #264,INPT.oCpp7feKJa,377.54134103816494,81.68354414499457,oil
Well #265,INPT.nJku3Doom1,383.0184749915144,87.58711982,oil
Well #266,INPTrFoz94b9RC,437.67814333083584,44.192058090754834,oil
Well #267,INPTYBCApEZCIZ,1668.3193556703227,162.6359286089221,oil
Well #268,INPTfYuoFamEu7,874.8596854626657,103.14308953815912,oil
Well #269,INPTRgVL80HiNd,436.68272091790374,44.446078464926586,oil
Well #270,INPTYF9T8pKf2T,688.7602816,150.51579580927338,oil
Well #271,INPTqt2mJkvujy,628.5661573616911,126.44662187923781,oil
Well #272,INPTXVuAbV4OWH,349.1972544042983,48.20503235840672,oil
Well #273,INPT.968s5dkp1I,494.87540576007257,51.92271595426215,oil
Well #274,INPT.rRxFaf4YJd,1024.923829326771,103.76873841518386,oil
Well #275,INPT.UNNcsemzYK,997.7023345742776,100.75765851083393,oil
Well #276,INPT.d0CyOAtEgY,996.3663741598284,105.05761009698739,oil
Well #277,INPTmflVurf1Wl,356.3743869558243,74.52412943450948,oil
Well #278,INPTmrfN7SX9NB,75.00283653503186,19.26112905,oil
Well #279,INPTorCvTQo78Z,1740.1469071208403,251.8302325789928,oil
Well #280,INPTXN3oXp969U,2425.1862718916955,331.0491023309111,oil
Well #281,INPT.Sz8stONGFV,890.5336849259727,183.35056308955583,oil
Well #282,INPT.RK0RSDqMvC,1095.4822566347866,154.61993742198823,oil
Well #283,INPT0dumKlc14Z,730.1856623832991,75.33900767471101,oil
Well #284,INPT6dcECywaGq,154.45529827859704,37.07520362,oil
Well #285,INPT.S4BHegvnz8,342.96562100740704,77.78762100417488,oil
Well #286,INPT.odOcydE2ty,173.29366114731337,38.76815685622223,oil
Well #287,INPT.gbIGC8iSNt,404.9833277120158,89.59808135221589,oil
Well #288,INPT.mumDNA5zNc,715.1924808,165.70724764385636,oil
Well #289,INPTVKayUvDOIj,112.99334600246664,27.24700892270717,oil
Well #290,INPTYky9qcBiuC,223.02033307007963,45.00914895460739,oil
Well #291,INPTCQBa5Jr4Vc,414.13914165217324,37.80021373,oil
Well #292,INPTcel0lu7YTK,232.22333183866627,46.885389024564155,oil
Well #293,INPTldxC45fSj6,0.092,1.7037037037037037,oil
Well #294,INPT.p1JQb90xmg,497.0894153,114.19467385312542,oil
Well #295,INPTU68zzKDRVl,77.39585764121689,19.21446316812733,oil
Well #296,INPTjDEijnImiX,0.007,0.175,oil
Well #297,INPT.wj70ji44hP,391.26049520549225,90.00701523015695,oil
Well #298,INPTFI7S4zOUhX,704.4892969212351,56.831985876188696,oil
Well #299,INPTzLt07Mem9G,0.001,0.006944444,oil
Well #300,INPT.938Kg86mxh,224.81507609549809,51.53944889855527,oil
Well #301,INPT.mx5wUfSuL6,583.8144095609308,82.25055079753885,oil
Well #302,INPT.XLpC54oJYe,597.6884975233996,83.55773766579053,oil
Well #303,INPT.Y2BUgG9dcx,235.2604164325536,50.92216805899428,oil
Well #304,INPT.GdEKlUuvxP,78.88011953074786,17.073618946049322,oil
Well #305,INPT.XNjJkECRez,412.21455563912593,104.19983711808037,oil
Well #306,INPTWzeQQxQC0Z,239.74523224190688,61.22196941826018,oil
Well #307,INPTizvIwHjKeM,481.9243725,112.88928846403888,oil
Well #308,INPTT9paFFJ3WR,343.2876212715657,71.11821447515344,oil
Well #309,INPTfFnOa0q5Lp,520.7406126,119.68297231825397,oil
Well #310,INPTcaSsFdz2lN,302.7658469437361,78.70180581,oil
Well #311,INPTFY2LXZf8XB,411.2170026466487,96.30374769242358,oil
Well #312,INPTS7G2JDHd4A,163.5725840724567,38.98297999820226,oil
Well #313,INPT.L4lMA3jPKu,815.8737135851007,179.03746183565957,oil
Well #314,INPTi994piCmTJ,648.9746665117658,128.6117056107344,oil
Well #315,INPTVH6crTiFuU,420.6006100774752,87.84473895,oil
Well #316,INPTdb1jJ694kM,535.0247809477436,56.27693078234391,oil
Well #317,INPTqVwyl5fLXW,497.96006405547354,51.54332512736503,oil
Well #318,INPTFyh1dGQD3s,453.99796678084766,46.93940930323073,oil
Well #319,INPTSAuu64M4fd,1060.9031788386344,111.21744195813339,oil
Well #320,INPTxS7uYpj1z8,769.1049330423987,81.81097043318782,oil
Well #321,INPTlZIKMd3GWY,798.3317410095162,83.71767418,oil
Well #322,INPT.zTwybnsZkJ,738.8345478250715,108.7480935862631,oil
Well #323,INPTrz84xIRPYH,636.2605706,88.44322639,oil
Well #324,INPTJcdxL6ZlEU,295.94307715921826,50.51947373834385,oil
Well #325,INPTj8Q39MJ7v4,165.64745694887336,137.69530918443337,oil
Well #326,INPTX6sppYb9Cc,269.60142927712985,64.20610366209331,oil
Well #327,INPT2eZwSOR69N,570.9246786170905,78.14463162,oil
Well #328,INPT.JF4rBy026m,1161.4376064045816,253.58899703156803,oil
Well #329,INPT.Y0wr1CJ1RT,377.31637511102036,82.54569571450894,oil
Well #330,INPT.tSYIk64d5S,903.0260834519803,99.62776737113639,oil
Well #331,INPT9rbq769lgq,78.32065631125151,21.422498991042538,oil
Well #332,INPTx8NcgEjXNw,383.4454610523792,84.25521007523163,oil
Well #333,INPT6mWmMPisb1,519.7256304000422,107.55911225166436,oil
Well #334,INPT5dnTTLVmgG,354.4386501232321,74.52452693928345,oil
Well #335,INPThpo5aaHOWC,368.3601723056836,80.25276085091146,oil
Well #336,INPTVBterozlTK,344.1646024588913,79.55723588971135,oil
Well #337,INPTz7w8OZyWnH,383.6270798397268,83.18019944486704,oil
Well #338,INPTVEYxQyLhv0,528.6835400872677,74.04531373771258,oil
Well #339,INPTpHaUmcTGT6,367.69420245148893,53.227302034089305,oil
Well #340,INPToxrMOo2RTG,558.9355650308049,80.94649747006589,oil
Well #341,INPTog56yo8cix,679.0975771321177,94.84603032571476,oil
Well #342,INPTZUfSnAylIt,423.5790518,59.349734033401006,oil
Well #343,INPT5wpHJANNqN,495.43184213828937,70.72545926,oil
Well #344,INPTBONfIBSQoY,668.1798974117264,66.19574969404859,oil
Well #345,INPTaJDdwerXt8,649.7666128026036,64.31422476517902,oil
Well #346,INPTNbnMPXjv18,393.1820853522922,41.093445375448596,oil
Well #347,INPTU7bEOe5Ybz,539.3102268604647,54.475780490956026,oil
Well #348,INPTTOxS809KY6,957.8097680574359,98.87578900149023,oil
Well #349,INPT8vqmx78Ryh,537.3161611,57.61485750084581,oil
Well #350,INPTh7BcMY4dUU,13.947000000000001,154.96666666666667,oil
Well #351,INPTwNVzJodmro,605.3181438,62.61695912136661,oil
Well #352,INPTy8pjogtkur,541.1103626735288,56.06199364624211,oil
Well #353,INPT.x2IlHwoEtu,127.37752041782005,25.039811365799107,oil
Well #354,INPT.V4PTrWB1NP,237.4151062,46.89217977918586,oil
Well #355,INPT.2VHEAIpzzN,218.6940948,47.74980236360262,oil
Well #356,INPT.n0PP5gBgtz,196.7632666274949,42.654079043463014,oil
Well #357,INPT.LmavzEvsWi,227.31455794627325,52.160293241457836,oil
Well #358,INPT.7l227e8fka,299.03752998374216,65.29203711435419,oil
Well #359,INPTZmgMa6E3v1,665.7458479,163.1330183598946,oil
Well #360,INPTPxvuq0oHyS,210.9105769696321,50.26467516,oil
Well #361,INPTRZWKVYpzRK,521.1994014819899,132.0495063293615,oil
Well #362,INPTiKieJBjA9o,434.4304322528882,90.46864478402502,oil
Well #363,INPTFH7d0t3UK9,281.3156774740847,59.07511076734243,oil
Well #364,INPTg0iI4O4dsd,365.3244335527766,78.68284160085646,oil
Well #365,INPTJTGXtbmAyY,306.04660190591807,64.28199998023904,oil
Well #366,INPTpc05dWKK1F,138.6555888702452,28.85652213740795,oil
Well #367,INPTdSgSyoUJxq,435.4031516457607,101.49257614120296,oil
Well #368,INPT297LemytFh,718.2406025756536,148.79647867736765,oil
Well #369,INPTWY3vbMrFPM,729.4079791872532,159.95789017264323,oil
Well #370,INPTHypYlJrOt4,712.3115884269455,154.5144443442398,oil
Well #371,INPTufyV6ahrPk,201.16825888364056,45.19619386287139,oil
Well #372,INPTw1q6UZhJCI,516.0308678922065,111.33352058084282,oil
Well #373,INPTCKNhsUKXEA,1007.4977409234311,237.39343565585088,oil
Well #374,INPTd4dovN0oVh,1107.5863726812327,275.5875522968979,oil
Well #375,INPTJUqgU8FkSX,303.8040514702513,68.28591851432935,oil
Well #376,INPToyjTlkw6lN,234.3087651497837,48.78383617526207,oil
Well #377,INPTmjOSkGnGxv,287.8187679312521,63.36828884439721,oil
Well #378,INPTyLf7t8NLor,321.2593081126142,74.52083231561451,oil
Well #379,INPTe1EjmaxGEl,263.33027844367257,56.776687892124315,oil
Well #380,INPTr42vVtjbuq,315.97825409001194,75.23291764047903,oil
Well #381,INPTpZkbcuYVZl,644.5511997027995,140.11982602234772,oil
Well #382,INPTShiOZljfCO,353.9997981127532,76.75624417015464,oil
Well #383,INPT4RxBINl49g,469.19704073691065,102.48952397049162,oil
Well #384,INPTMgL6DvLs74,372.2784984504145,79.93955302778923,oil
Well #385,INPTtp6xu7k21Y,492.4077672835393,106.8129647035877,oil
Well #386,INPT1Vgvg81Rid,794.2832475800802,81.81739262258758,oil
Well #387,INPTvFdeOivlWc,252.86915168573867,59.95001225361277,oil
Well #388,INPTQV0RxrZXSA,196.72022790799366,45.88762022579745,oil
Well #389,INPTssbjyDRMcU,190.68761958966334,45.93775465903718,oil
Well #390,INPTt1MEXPMN9T,200.61235869349127,47.83318042286392,oil
Well #391,INPTjnGefoG07Q,1047.9170955240627,120.45024086483478,oil
Well #392,INPTFS8a47TxEv,848.0558797843838,102.2369957545972,oil
Well #393,INPTCzBoI3sRFz,647.5967379182217,76.58428783328071,oil
Well #394,INPTin4ZIxsv0y,1229.743913693103,95.03430554042527,oil
Well #395,INPT.KJfRVKRM8H,309.67658280916095,66.87034826,oil
Well #396,INPT.7jrzJstPXQ,262.9320385007124,56.862465073683474,oil
Well #397,INPT.GgE7rjfJml,322.92626421449717,71.28615104072786,oil
Well #398,INPTuHmY7JF6rj,512.0679816150025,39.96784121253531,oil
Well #399,INPTdsZe1b8hZn,421.5493007499197,37.749556796804846,oil
Well #400,INPTcNQ9MyLpS8,1338.3043508523238,139.36315222871224,oil
Well #401,INPT.X6SQuSM1sG,188.31076180016652,45.50767564044623,oil
Well #402,INPT.I2Udlj3xoq,176.67503705039522,39.79167501135027,oil
Well #403,INPT.1jIcU8jBfF,218.2291734759187,49.128584753696245,oil
Well #404,INPTg0b84v9zjT,148.33314208711064,51.14935934038298,oil
Well #405,INPTuFj4MOyfuW,358.6426260618705,83.79500608922207,oil
Well #406,INPTyIy2CNiEgN,415.2471981724274,96.65903123194306,oil
Well #407,INPT82sdjZ2sA2,371.4360608340596,88.20614125719773,oil
Well #408,INPTRwpXMQayGP,464.9267116920496,108.3492686301677,oil
Well #409,INPTws6vYenFbl,474.50440996233095,102.81785697992004,oil
Well #410,INPTJvmqD5XV4k,435.49985248808423,93.05552403591544,oil
Well #411,INPTs4YGOFNu99,0.303,6.733333333333333,oil
Well #412,INPTzYrIpx8w65,512.2197895,90.88356804270724,oil
Well #413,INPTy1ysktcRMM,355.84003185139727,64.60421784,oil
Well #414,INPT8e0TvFbkJ7,836.506026,84.92446964267877,oil
Well #415,INPT.4H3DrlGEtv,340.9570312250777,46.96377840565808,oil
Well #416,INPT.ToWiPjvQry,206.9627995639308,28.44067604,oil
Well #417,INPT.YaUBPA6J01,383.5252630994398,52.71100372449695,oil
Well #418,INPTwA2dz8sNXB,694.4514156695898,103.0955189533239,oil
Well #419,INPT0ZXwsLS0fm,594.5102630678782,48.033470394108285,oil
Well #420,INPTG5K3z0HuUs,462.0926799621344,39.04788575,oil
Well #421,INPTRl2aqCcjyl,773.7214675704483,70.73054827410625,oil
Well #422,INPTUTAwnlxvxn,626.6108658427785,63.49284282528914,oil
Well #423,INPTSKW079y2cW,514.0101296222834,56.57788988687764,oil
Well #424,INPT.QiDyTR7YRl,150.42381389877474,26.297869562722855,oil
Well #425,INPT5haOzuKMqW,1780.4158264208581,243.75901237963555,oil
Well #426,INPT4a55OiIcte,604.1592848432796,82.87302711912182,oil
Well #427,INPTvhGDvgLcOd,941.2465966341084,128.28172016481562,oil
Well #428,INPTsa4g6y6bPk,1090.8404655659256,161.7257917814567,oil
Well #429,INPTTwqWSn8xDi,2566.7520126328004,276.8880272527293,oil
Well #430,INPTGnKvXu7p7g,1318.1299603851025,134.21545264078023,oil
Well #431,INPTyEnmqpqeLj,647.8292977,63.85700322692755,oil
Well #432,INPTgKWnK50dFW,691.1098295271546,67.42534922216142,oil
Well #433,INPTY9PAZOpa98,863.3404719372238,86.68077027482167,oil
Well #434,INPTkD3aPyZlyA,818.1102104388458,80.80100843840452,oil
Well #435,INPTEZlUD7B6Js,1065.8464689331227,105.7387369973336,oil
Well #436,INPT.1EVemaGncY,568.1378323,105.38635361034612,oil
Well #437,INPT.uqvfiTaVa6,431.87087057324686,95.80099169770338,oil
Well #438,INPTSY75Wfx9Df,569.1092724562887,64.09610006265218,oil
Well #439,INPT9LqjgD4DSW,1166.071033934895,122.75724117642856,oil
Well #440,INPTeVHC5y5wDJ,765.0215227198956,80.28350537515958,oil
Well #441,INPT.aUQKfVg0JO,407.6629630493059,101.63624109930339,oil
Well #442,INPTrCYp1xsKK3,582.8543577874434,68.75714967411153,oil
Well #443,INPTvfmqkTBGJg,892.6154242982743,81.38360907168803,oil
Well #444,INPTKpl1ceD24J,558.7736404487031,55.749141020523105,oil
Well #445,INPTTXAZ9exrnT,968.8997399220748,85.84970227911347,oil
Well #446,INPT02DdP1nNMx,502.97641955936376,49.676683413270496,oil
Well #447,INPTaYQf9mMVrZ,618.4631547740299,62.250946630501254,oil
Well #448,INPToyl94GSbk0,477.1456566,47.83415103400852,oil
Well #449,INPTO2ozFATFLJ,463.62494357477874,46.85446625,oil
Well #450,INPT.JclmQDpRlo,371.1413773838671,85.93224759987662,oil
Well #451,INPTe3qFTulB5e,247.89236646830992,59.92080407742565,oil
Well #452,INPTPNeOLwTlos,370.2366231185032,79.79237567209121,oil
Well #453,INPTOtSA41nuX1,274.23552309771134,80.30322784706041,oil
Well #454,INPTWkHv8cWe6T,111.96955000000001,27.90866151545364,oil
Well #455,INPTo6SvAqinEX,966.6261857734079,100.2308363514525,oil
Well #456,INPTGa9CDSZcRC,975.9340158411951,103.5254074298499,oil
Well #457,INPTiDKEZSCGdy,540.5231551777428,121.13921003535246,oil
Well #458,INPThuomzAs1W3,523.6701677470252,118.85387375102705,oil
Well #459,INPTrTM5ZrJin2,1217.7943698592178,122.88540563665163,oil
Well #460,INPTeT4zWIt1AH,1184.459560266492,119.76335290864428,oil
Well #461,INPTHO05HV4eVs,859.9649949294078,80.65314779816457,oil
Well #462,INPTzeC4PNrM0J,859.9125308618267,81.04285726447131,oil
Well #463,INPTRivwsdu6Zt,1181.5569101426659,111.00257413446737,oil
Well #464,INPT9NSIlYYlc9,1061.7006049329518,98.22503066308118,oil
Well #465,INPTEkXMhnLwAM,718.6587097546005,66.15613355659133,oil
Well #466,INPTMnLgradKrM,662.6200661938284,58.79649771190663,oil
Well #467,INPTkVz5hXAnOT,760.4719814744088,72.41686813115781,oil
Well #468,INPTpyYuOxzE9F,723.9680995192135,69.06313254402143,oil
Well #469,INPTq0HFxZlrDb,798.5077254470056,70.87212479825875,oil
Well #470,INPTXzXFk8bXye,676.5877574,62.80449102010707,oil
Well #471,INPT.W2ntx1Kbn9,782.7401699201695,171.7288657130692,oil
Well #472,INPT.sjJakncrXt,390.46576481688925,98.70216501943611,oil
Well #473,INPTP2Ade2E2E4,725.3523479605129,168.1391627168551,oil
Well #474,INPTRHshBOmjma,337.38402665374196,34.16893119847498,oil
Well #475,INPTicRrGxLXIN,320.4971456521199,32.82100825930567,oil
Well #476,INPTLpLVnGoNiK,365.0890476813346,36.982277925580895,oil
Well #477,INPT.3dbJFcjrRE,168.03656592165086,39.847418999680066,oil
Well #478,INPTijwokG0P63,845.0010691686014,113.4381889070481,oil
Well #479,INPTeouztj9NjJ,243.3239441660983,51.52984840451044,oil
Well #480,INPT.pMs1GvMpIS,413.77941457147807,93.13063574,oil
Well #481,INPT.6PLd4booV5,528.6815540690575,120.20953935176387,oil
Well #482,INPT.UMcG0ZOY0i,583.3027444629807,133.1741425714568,oil
Well #483,INPTyJskMfMkf5,285.8023486,61.06887790995533,oil
Well #484,INPTuPeQ7E0xs7,194.863,44.02688657930411,oil
Well #485,INPTfGPQjo8bj1,231.28331055505146,53.43884254968842,oil
Well #486,INPTHXLDlYEkzZ,335.47026295392055,73.97359712324598,oil
Well #487,INPT5YkmFauQ3D,342.2130897026272,75.34414128195228,oil
Well #488,INPTOJQHAbfG0R,485.9310196639642,110.94315517442105,oil
Well #489,INPT09l8qpaYAf,734.8097266086917,162.17385270551569,oil
Well #490,INPTEBK0QeuOYT,431.2987276561234,98.06701401912765,oil
Well #491,INPT84qAMjdjEb,267.2575044625861,59.50957569863863,oil
Well #492,INPTJfOqa6Xcf3,455.9842532805575,102.62981167692043,oil
Well #493,INPTXxdFHqfZeZ,407.14301942591845,95.06024269,oil
Well #494,INPTiUTZpdd2mx,1386.4999710105926,202.76396183249378,oil
Well #495,INPTRMpMA4kyWb,768.3951953,111.24876144207688,oil
Well #496,INPTHLjhO8H1gJ,965.4098217834221,133.0682042,oil
Well #497,INPT.d69BvJ0zR4,1238.1140368020315,123.87334035037834,oil
Well #498,INPTytbSeC5DqM,1074.3857675342008,109.17445051663456,oil
Well #499,INPTDqYO8zgwsW,708.5925049377803,66.06923122962986,oil
Well #500,INPTf9Dy2vDlfM,592.7136224,54.12909793278347,oil
Well #501,INPT0xhOuu1Rxg,838.8065808234855,92.29825933357014,oil
Well #502,INPTHEmpTBcyzK,596.2715030074331,57.98050398749836,oil
Well #503,INPTXt4TkLLGTx,821.2610094260372,73.86769287875852,oil
Well #504,INPTfBxKvDbRFA,571.0128965,57.004382204039636,oil
Well #505,INPTfhTAD9J0hp,189.95737172241382,48.15142502469298,oil
Well #506,INPTdszhlJWLsr,187.7742995394269,46.07958270906182,oil
Well #507,INPTxT9MKkUTKa,173.72681468046255,39.90050865,oil
Well #508,INPT.ck9g1El5mL,980.6540477837559,137.57772836472446,oil
Well #509,INPT.nwWop6EM16,1118.670132,158.3173127530158,oil
Well #510,INPTXQBKnsJzoi,648.2014319603096,67.48583362418633,oil
Well #511,INPTHve5EJSWcg,567.7133832232407,59.40910247208463,oil
Well #512,INPTtPsk8TckGB,654.0313834674948,71.03631839551372,oil
Well #513,INPTi7WfXkn08D,236.2411203188261,60.621277987894814,oil
Well #514,INPT08dfxLV6dD,198.03829490683307,50.21254941856822,oil
Well #515,INPTZdlqEuI0A9,325.1180347260395,42.83505068854276,oil
Well #516,INPT.dkxV6BpHAM,805.8912095206695,82.75736388587691,oil
Well #517,INPT.rFzGgWGtH2,75.27176678525267,21.263210956286063,oil
Well #518,INPT.Fmlx1gIvAN,186.8699308950142,41.115496346537775,oil
Well #519,INPT.Ug6OOuJxrc,213.0427344899661,46.10316695303313,oil
Well #520,INPT.a0bMelsTMD,297.5934192918502,64.77871556200483,oil